frame,video_time_s,object,source,confidence,distance_m,closing_speed_mps,ttc_s,lane_overlap,in_lane,risk,action,incident_image
158,5.269,car,yolo11n,0.3902,42.14,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
160,5.336,car,yolo11n,0.7976,31.55,11.376,2.773,1.0,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,/Users/witchjenjen/Documents/GitHub/AIproject/output/incidents/road_video_2.mp4_f160_WARNING_car.jpg
160,5.336,car,yolo11n,0.6013,59.71,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
160,5.336,car,yolo11n,0.5487,7.76,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
160,5.336,truck,yolo11n,0.5344,10.05,3.116,3.225,0.068,False,SAFE,truck OUTSIDE VEHICLE LANE,
160,5.336,car,yolo11n,0.4645,42.6,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
162,5.402,car,yolo11n,0.7563,31.53,17.086,1.845,1.0,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,
162,5.402,car,yolo11n,0.7524,31.5,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
162,5.402,car,yolo11n,0.7251,17.2,0.0,,0.225,True,SAFE,car AT SAFE DISTANCE,
162,5.402,car,yolo11n,0.5969,60.86,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
162,5.402,truck,yolo11n,0.5849,11.51,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
162,5.402,car,yolo11n,0.4925,7.16,2.219,3.227,0.034,False,SAFE,car OUTSIDE VEHICLE LANE,
162,5.402,alligator,best.pt,0.3238,4.69,0.0,,0.675,True,WARNING,SLOW DOWN - alligator AHEAD,
162,5.402,car,yolo11n,0.3009,43.44,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
164,5.469,car,yolo11n,0.8273,28.79,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
164,5.469,car,yolo11n,0.8179,8.09,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
164,5.469,car,yolo11n,0.7747,19.5,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
164,5.469,car,yolo11n,0.7248,31.52,29.795,1.058,1.0,True,CRITICAL,BRAKE NOW - car TOO CLOSE,/Users/witchjenjen/Documents/GitHub/AIproject/output/incidents/road_video_2.mp4_f164_CRITICAL_car.jpg
164,5.469,car,yolo11n,0.5543,61.61,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
164,5.469,car,yolo11n,0.4631,44.57,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
166,5.536,car,yolo11n,0.8414,25.95,41.608,0.624,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
166,5.536,car,yolo11n,0.7783,21.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
166,5.536,car,yolo11n,0.6836,20.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
166,5.536,car,yolo11n,0.661,31.24,16.45,1.899,1.0,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,
166,5.536,car,yolo11n,0.6042,8.34,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
166,5.536,car,yolo11n,0.5622,62.1,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
166,5.536,car,yolo11n,0.4332,48.14,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
166,5.536,truck,yolo11n,0.4118,10.67,2.068,5.16,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
166,5.536,car,yolo11n,0.3274,52.5,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
168,5.602,car,yolo11n,0.9021,18.53,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
168,5.602,car,yolo11n,0.6943,31.62,7.454,4.242,1.0,True,CAUTION,CAUTION - car IN VEHICLE LANE,
168,5.602,car,yolo11n,0.6735,21.81,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
168,5.602,car,yolo11n,0.593,62.41,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
168,5.602,truck,yolo11n,0.5761,11.95,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
168,5.602,car,yolo11n,0.5046,21.32,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
168,5.602,car,yolo11n,0.3652,7.78,0.885,8.788,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
168,5.602,car,yolo11n,0.325,51.77,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
168,5.602,alligator,best.pt,0.3156,4.63,0.0,,0.691,True,WARNING,SLOW DOWN - alligator AHEAD,
170,5.669,car,yolo11n,0.9009,17.92,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
170,5.669,car,yolo11n,0.7682,32.47,1.285,25.265,1.0,True,SAFE,car AT SAFE DISTANCE,
170,5.669,car,yolo11n,0.6559,22.34,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
170,5.669,car,yolo11n,0.6063,62.62,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
170,5.669,car,yolo11n,0.5132,8.76,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
170,5.669,truck,yolo11n,0.4701,11.51,0.717,16.051,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
170,5.669,car,yolo11n,0.4167,22.51,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
170,5.669,car,yolo11n,0.3357,52.02,3.598,14.456,1.0,True,SAFE,car AT SAFE DISTANCE,
172,5.736,car,yolo11n,0.9089,16.84,12.67,1.329,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
172,5.736,car,yolo11n,0.7862,33.7,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
172,5.736,car,yolo11n,0.6868,22.69,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
172,5.736,car,yolo11n,0.6166,62.75,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
172,5.736,truck,yolo11n,0.5048,12.52,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
172,5.736,car,yolo11n,0.4145,8.45,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
172,5.736,car,yolo11n,0.3804,23.63,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
172,5.736,car,yolo11n,0.3198,52.19,1.549,33.685,1.0,True,SAFE,car AT SAFE DISTANCE,
174,5.802,car,yolo11n,0.9274,21.51,24.965,0.862,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
174,5.802,car,yolo11n,0.7921,34.88,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
174,5.802,car,yolo11n,0.7446,22.77,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
174,5.802,car,yolo11n,0.6463,62.84,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
174,5.802,car,yolo11n,0.639,9.31,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
174,5.802,car,yolo11n,0.4764,24.36,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
174,5.802,alligator,best.pt,0.4202,4.87,0.0,,0.716,True,WARNING,SLOW DOWN - alligator AHEAD,
174,5.802,truck,yolo11n,0.3626,12.58,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
174,5.802,car,yolo11n,0.3506,52.5,0.0,,0.375,True,SAFE,car AT SAFE DISTANCE,
174,5.802,car,yolo11n,0.3285,51.56,3.524,14.633,1.0,True,SAFE,car AT SAFE DISTANCE,
176,5.869,car,yolo11n,0.9364,18.1,28.702,0.631,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
176,5.869,car,yolo11n,0.7918,36.03,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
176,5.869,car,yolo11n,0.7305,22.82,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
176,5.869,car,yolo11n,0.6713,10.03,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
176,5.869,car,yolo11n,0.4662,62.9,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
176,5.869,alligator,best.pt,0.4384,4.75,0.0,,0.641,True,WARNING,SLOW DOWN - alligator AHEAD,/Users/witchjenjen/Documents/GitHub/AIproject/output/incidents/road_video_2.mp4_f176_WARNING_alligator.jpg
176,5.869,car,yolo11n,0.3993,25.02,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
176,5.869,truck,yolo11n,0.3718,13.8,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
176,5.869,car,yolo11n,0.3678,53.3,0.0,,0.348,True,SAFE,car AT SAFE DISTANCE,
178,5.936,car,yolo11n,0.9237,15.44,30.1,0.513,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
178,5.936,car,yolo11n,0.7809,36.79,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
178,5.936,car,yolo11n,0.754,22.57,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
178,5.936,car,yolo11n,0.537,9.9,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
178,5.936,car,yolo11n,0.4796,61.88,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
178,5.936,truck,yolo11n,0.4472,14.14,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
178,5.936,car,yolo11n,0.4222,25.65,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
178,5.936,car,yolo11n,0.4011,53.82,0.0,,0.348,True,SAFE,car AT SAFE DISTANCE,
178,5.936,alligator,best.pt,0.3646,4.82,0.0,,0.655,True,WARNING,SLOW DOWN - alligator AHEAD,
180,6.003,car,yolo11n,0.9321,13.35,30.237,0.442,0.073,False,SAFE,car OUTSIDE VEHICLE LANE,
180,6.003,car,yolo11n,0.7538,37.27,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
180,6.003,car,yolo11n,0.7352,22.41,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
180,6.003,car,yolo11n,0.6056,84.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
180,6.003,car,yolo11n,0.5604,11.16,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
180,6.003,car,yolo11n,0.4836,26.05,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
180,6.003,car,yolo11n,0.4779,25.2,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
180,6.003,car,yolo11n,0.4217,54.15,0.0,,0.358,True,SAFE,car AT SAFE DISTANCE,
180,6.003,car,yolo11n,0.4196,62.27,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
180,6.003,alligator,best.pt,0.3682,4.89,0.0,,0.669,True,WARNING,SLOW DOWN - alligator AHEAD,
182,6.069,car,yolo11n,0.9389,11.68,29.718,0.393,0.3,True,CRITICAL,BRAKE NOW - car TOO CLOSE,/Users/witchjenjen/Documents/GitHub/AIproject/output/incidents/road_video_2.mp4_f182_CRITICAL_car.jpg
182,6.069,car,yolo11n,0.7364,22.3,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
182,6.069,car,yolo11n,0.7188,37.59,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
182,6.069,car,yolo11n,0.6396,86.1,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
182,6.069,car,yolo11n,0.5262,25.57,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
182,6.069,car,yolo11n,0.4897,26.52,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
182,6.069,car,yolo11n,0.4504,12.32,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
182,6.069,car,yolo11n,0.4381,61.48,1.992,30.863,1.0,True,SAFE,car AT SAFE DISTANCE,
182,6.069,car,yolo11n,0.4359,53.58,0.0,,0.358,True,SAFE,car AT SAFE DISTANCE,
182,6.069,truck,yolo11n,0.4271,16.18,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
182,6.069,alligator,best.pt,0.3694,4.89,0.0,,0.678,True,WARNING,SLOW DOWN - alligator AHEAD,
184,6.136,car,yolo11n,0.941,10.33,27.678,0.373,0.538,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
184,6.136,car,yolo11n,0.7453,22.1,0.514,42.99,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
184,6.136,car,yolo11n,0.7094,37.8,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
184,6.136,car,yolo11n,0.6619,85.36,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
184,6.136,car,yolo11n,0.6541,13.59,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
184,6.136,car,yolo11n,0.5264,26.62,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
184,6.136,car,yolo11n,0.4808,26.21,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
184,6.136,car,yolo11n,0.4417,60.96,3.556,17.145,1.0,True,SAFE,car AT SAFE DISTANCE,
184,6.136,car,yolo11n,0.4232,53.2,0.0,,0.382,True,SAFE,car AT SAFE DISTANCE,
184,6.136,alligator,best.pt,0.3964,4.93,0.0,,0.693,True,WARNING,SLOW DOWN - alligator AHEAD,
186,6.203,car,yolo11n,0.9469,9.28,24.995,0.371,0.745,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
186,6.203,car,yolo11n,0.7075,37.93,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
186,6.203,car,yolo11n,0.6926,21.84,1.821,11.996,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
186,6.203,car,yolo11n,0.6802,84.89,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
186,6.203,car,yolo11n,0.576,26.49,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
186,6.203,car,yolo11n,0.4644,26.83,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
186,6.203,car,yolo11n,0.459,60.62,4.562,13.287,1.0,True,SAFE,car AT SAFE DISTANCE,
186,6.203,car,yolo11n,0.4576,14.96,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
186,6.203,alligator,best.pt,0.4379,4.96,0.0,,0.708,True,WARNING,SLOW DOWN - alligator AHEAD,
186,6.203,car,yolo11n,0.4361,53.75,0.0,,0.4,True,SAFE,car AT SAFE DISTANCE,
186,6.203,truck,yolo11n,0.399,18.79,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
188,6.269,car,yolo11n,0.9464,8.45,27.974,0.302,0.927,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
188,6.269,car,yolo11n,0.7029,21.8,2.078,10.492,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
188,6.269,car,yolo11n,0.6855,38.44,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
188,6.269,car,yolo11n,0.6326,82.74,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
188,6.269,car,yolo11n,0.5947,26.04,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
188,6.269,car,yolo11n,0.5535,27.24,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
188,6.269,car,yolo11n,0.4878,16.51,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
188,6.269,car,yolo11n,0.4658,58.58,9.125,6.42,1.0,True,SAFE,car AT SAFE DISTANCE,
188,6.269,car,yolo11n,0.4307,54.11,0.0,,0.417,True,SAFE,car AT SAFE DISTANCE,
188,6.269,alligator,best.pt,0.4209,4.97,0.0,,0.711,True,WARNING,SLOW DOWN - alligator AHEAD,
190,6.336,car,yolo11n,0.9398,7.78,22.105,0.352,0.999,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
190,6.336,car,yolo11n,0.7337,38.77,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
190,6.336,car,yolo11n,0.7117,21.77,2.249,9.68,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
190,6.336,car,yolo11n,0.6478,81.34,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
190,6.336,car,yolo11n,0.6189,18.21,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
190,6.336,car,yolo11n,0.6104,25.75,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
190,6.336,car,yolo11n,0.5134,27.09,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
190,6.336,car,yolo11n,0.5054,57.25,12.102,4.731,1.0,True,CAUTION,CAUTION - car IN VEHICLE LANE,
190,6.336,truck,yolo11n,0.4865,22.1,0.0,,0.0,False,SAFE,truck OUTSIDE VEHICLE LANE,
190,6.336,alligator,best.pt,0.4192,5.0,0.0,,0.717,True,WARNING,SLOW DOWN - alligator AHEAD,
190,6.336,car,yolo11n,0.3992,54.35,0.0,,0.461,True,SAFE,car AT SAFE DISTANCE,
192,6.403,car,yolo11n,0.9315,7.22,17.607,0.41,1.0,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
192,6.403,car,yolo11n,0.7637,39.43,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
192,6.403,car,yolo11n,0.7082,21.75,1.756,12.383,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
192,6.403,car,yolo11n,0.6653,80.44,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
192,6.403,car,yolo11n,0.5993,25.55,0.214,119.283,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
192,6.403,car,yolo11n,0.4956,26.8,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
192,6.403,car,yolo11n,0.4791,20.31,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
192,6.403,alligator,best.pt,0.4194,5.02,0.0,,0.723,True,WARNING,SLOW DOWN - alligator AHEAD,
192,6.403,car,yolo11n,0.3974,55.37,0.0,,0.486,True,SAFE,car AT SAFE DISTANCE,
194,6.469,car,yolo11n,0.9289,6.77,14.094,0.48,1.0,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
194,6.469,car,yolo11n,0.7461,21.74,1.435,15.149,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
194,6.469,car,yolo11n,0.6969,40.33,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
194,6.469,car,yolo11n,0.6323,79.85,8.889,8.983,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
194,6.469,car,yolo11n,0.6089,25.26,1.692,14.928,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
194,6.469,car,yolo11n,0.4943,22.59,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
194,6.469,car,yolo11n,0.3692,26.8,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
194,6.469,car,yolo11n,0.3155,56.03,0.0,,0.482,True,SAFE,car AT SAFE DISTANCE,
196,6.536,car,yolo11n,0.9336,6.44,11.224,0.574,1.0,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
196,6.536,car,yolo11n,0.7221,21.87,0.921,23.745,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
196,6.536,car,yolo11n,0.6825,24.9,3.47,7.176,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
196,6.536,car,yolo11n,0.6422,79.46,14.223,5.587,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
196,6.536,car,yolo11n,0.4306,26.07,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
196,6.536,car,yolo11n,0.3258,56.47,0.0,,0.504,True,SAFE,car AT SAFE DISTANCE,
198,6.603,car,yolo11n,0.9158,6.18,8.889,0.695,1.0,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
198,6.603,car,yolo11n,0.6775,24.35,4.862,5.008,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
198,6.603,car,yolo11n,0.6552,21.95,0.321,68.318,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
198,6.603,car,yolo11n,0.6502,81.05,9.232,8.779,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
198,6.603,car,yolo11n,0.6033,37.06,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
198,6.603,car,yolo11n,0.5847,63.0,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
198,6.603,car,yolo11n,0.5122,24.96,2.677,9.322,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
200,6.669,car,yolo11n,0.9048,6.04,6.94,0.87,1.0,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
200,6.669,car,yolo11n,0.6757,23.85,5.655,4.218,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
200,6.669,car,yolo11n,0.631,35.7,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
200,6.669,car,yolo11n,0.6191,82.08,6.019,13.637,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
200,6.669,car,yolo11n,0.5838,22.15,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
200,6.669,car,yolo11n,0.5296,24.1,5.848,4.121,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
202,6.736,car,yolo11n,0.9051,6.0,5.248,1.143,0.985,True,CRITICAL,BRAKE NOW - car TOO CLOSE,
202,6.736,car,yolo11n,0.714,23.52,5.398,4.357,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
202,6.736,car,yolo11n,0.63,22.41,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
202,6.736,car,yolo11n,0.6215,56.38,6.872,8.204,1.0,True,SAFE,car AT SAFE DISTANCE,
202,6.736,car,yolo11n,0.6032,34.23,21.216,1.613,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
202,6.736,car,yolo11n,0.5915,82.75,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
202,6.736,car,yolo11n,0.5458,23.4,8.225,2.845,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
204,6.803,car,yolo11n,0.8638,6.03,3.748,1.609,0.885,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,/Users/witchjenjen/Documents/GitHub/AIproject/output/incidents/road_video_2.mp4_f204_WARNING_car.jpg
204,6.803,car,yolo11n,0.7859,33.0,20.291,1.626,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
204,6.803,car,yolo11n,0.6791,56.69,6.972,8.131,1.0,True,SAFE,car AT SAFE DISTANCE,
204,6.803,car,yolo11n,0.6312,23.45,4.927,4.76,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
204,6.803,car,yolo11n,0.6174,83.19,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
204,6.803,car,yolo11n,0.5659,22.81,9.168,2.488,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
204,6.803,alligator,best.pt,0.3103,5.08,0.0,,0.687,True,WARNING,SLOW DOWN - alligator AHEAD,
206,6.87,car,yolo11n,0.9082,6.09,2.42,2.516,0.735,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,
206,6.87,car,yolo11n,0.7942,31.95,19.154,1.668,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
206,6.87,car,yolo11n,0.673,42.55,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
206,6.87,car,yolo11n,0.6485,55.23,7.809,7.072,1.0,True,SAFE,car AT SAFE DISTANCE,
206,6.87,car,yolo11n,0.6091,81.64,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
206,6.87,car,yolo11n,0.5926,24.06,3.192,7.539,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
206,6.87,car,yolo11n,0.4959,22.31,9.617,2.32,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
206,6.87,alligator,best.pt,0.3053,5.1,0.0,,0.665,True,WARNING,SLOW DOWN - alligator AHEAD,
208,6.936,car,yolo11n,0.9021,6.25,1.114,5.611,0.588,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,
208,6.936,car,yolo11n,0.7271,31.02,18.112,1.713,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
208,6.936,car,yolo11n,0.6833,43.99,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
208,6.936,car,yolo11n,0.6392,53.54,9.271,5.775,1.0,True,SAFE,car AT SAFE DISTANCE,
208,6.936,car,yolo11n,0.5924,80.63,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
208,6.936,car,yolo11n,0.542,21.97,10.346,2.124,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
208,6.936,car,yolo11n,0.3732,23.96,2.785,8.605,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
208,6.936,car,yolo11n,0.3646,57.7,0.0,,0.552,True,SAFE,car AT SAFE DISTANCE,
208,6.936,alligator,best.pt,0.3289,5.08,0.0,,0.65,True,WARNING,SLOW DOWN - alligator AHEAD,
210,7.003,car,yolo11n,0.8791,6.42,0.0,,0.446,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,
210,7.003,car,yolo11n,0.6839,30.19,17.168,1.759,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
210,7.003,car,yolo11n,0.6725,45.55,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
210,7.003,car,yolo11n,0.6073,21.28,10.26,2.074,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
210,7.003,car,yolo11n,0.6032,53.17,9.309,5.712,1.0,True,SAFE,car AT SAFE DISTANCE,
210,7.003,car,yolo11n,0.571,81.81,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
210,7.003,car,yolo11n,0.4791,58.51,0.0,,0.657,True,SAFE,car AT SAFE DISTANCE,
212,7.07,car,yolo11n,0.9182,6.62,0.0,,0.301,True,WARNING,SLOW DOWN AND INCREASE FOLLOWING DISTANCE,
212,7.07,car,yolo11n,0.6899,29.42,16.365,1.798,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
212,7.07,car,yolo11n,0.6751,47.25,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
212,7.07,car,yolo11n,0.6443,20.62,9.296,2.218,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
212,7.07,car,yolo11n,0.6038,52.94,7.047,7.512,1.0,True,SAFE,car AT SAFE DISTANCE,
212,7.07,car,yolo11n,0.572,82.57,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
212,7.07,car,yolo11n,0.569,22.04,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
212,7.07,car,yolo11n,0.4999,58.07,0.0,,0.705,True,SAFE,car AT SAFE DISTANCE,
214,7.136,car,yolo11n,0.8715,6.87,0.0,,0.155,False,SAFE,car OUTSIDE VEHICLE LANE,
214,7.136,car,yolo11n,0.7321,28.93,14.501,1.995,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
214,7.136,car,yolo11n,0.6898,48.35,0.0,,1.0,True,SAFE,car AT SAFE DISTANCE,
214,7.136,car,yolo11n,0.6861,21.93,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
214,7.136,car,yolo11n,0.6046,52.05,6.497,8.011,1.0,True,SAFE,car AT SAFE DISTANCE,
214,7.136,car,yolo11n,0.558,83.07,0.0,,0.0,False,SAFE,car OUTSIDE VEHICLE LANE,
